ID	DOCULECT	CONCEPT	VALUE	FORM	PROTO	PROTO_FORMS	COGIDS	TOKENS
1541	Achang_Longchuan	dung (goat, sheep)	paʔ⁵⁵ tɕhi³¹	paʔ⁵⁵+tɕhi³¹	 	 *ʔkjaiH / *ʔkjiH / *ʔkjeH / *kjaiH / *kjiH / *kjeH	2388 1254	p a ʔ ⁵⁵ + tɕʰ i ³¹
1542	Atsi	dung (goat, sheep)	pai²¹ nam⁵⁵ khji²¹	pai²¹+nam⁵⁵+khji²¹	  	  	2389 2390 1255	p ai ²¹ + n a m ⁵⁵ + kʰ j i ²¹
1543	Bola	dung (goat, sheep)	tʃhɔt⁵⁵ pɛʔ⁵⁵ khji³⁵	tʃhɔt⁵⁵+pɛʔ⁵⁵+khji³⁵	  	  *kjiX / *kjeX	2391 2392 1256	tʃʰ ɔ t ⁵⁵ + p ɛ ʔ ⁵⁵ + kʰ j i ³⁵
1544	Lashi	dung (goat, sheep)	tshɔt⁵⁵ pat³¹ khjei⁵⁵	tshɔt⁵⁵+pat³¹+khjei⁵⁵	  	  	2393 2394 1257	tsʰ ɔ t ⁵⁵ + p a t ³¹ + kʰ j ei ⁵⁵
1545	Maru	dung (goat, sheep)	pai³¹ nam⁵⁵ khjik⁵⁵	pai³¹+nam⁵⁵+khjik⁵⁵	  	  *kji / *kjiH / *kjiX / *kri / *kriH / *kriX	2395 2396 1258	p ai ³¹ + n a m ⁵⁵ + kʰ j i k ⁵⁵
1546	Xiandao	dung (goat, sheep)	paʔ³¹ khɯ³¹	paʔ³¹+khɯ³¹	 	 	2397 1259	p a ʔ ³¹ + kʰ ɯ ³¹
1547	Rangoon	dung (horse)	mjĩ⁵⁵ tɕhi⁵⁵	mjĩ⁵⁵+tɕhi⁵⁵	 	 	280 1260	m j ĩ ⁵⁵ + tɕʰ i ⁵⁵
1548	Achang_Longchuan	dung (horse)	m̥ʐaŋ³¹ tɕhi³¹	m̥ʐaŋ³¹+tɕhi³¹	 	 *ʔkjaiH / *ʔkjiH / *ʔkjeH / *kjaiH / *kjiH / *kjeH	288 1261	m̥ ʐ a ŋ ³¹ + tɕʰ i ³¹
1549	Atsi	dung (horse)	mjaŋ²¹ khji²¹	mjaŋ²¹+khji²¹	 	 	280 1262	m j a ŋ ²¹ + kʰ j i ²¹
1550	Bola	dung (horse)	mjɔ̃³¹ khji³⁵	mjɔ̃³¹+khji³⁵	 	*mjaŋH *kjiX / *kjeX	456 292	m j ɔ̃ ³¹ + kʰ j i ³⁵
1551	Maru	dung (horse)	mjɔ̃³⁵ khjik⁵⁵	mjɔ̃³⁵+khjik⁵⁵	 	*mjaŋH / *mraŋH *kji / *kjiH / *kjiX / *kri / *kriH / *kriX	278 1263	m j ɔ̃ ³⁵ + kʰ j i k ⁵⁵
1552	Xiandao	dung (horse)	m̥ʐaŋ³¹ khɯ³¹	m̥ʐaŋ³¹+khɯ³¹	 	 	280 1264	m̥ ʐ a ŋ ³¹ + kʰ ɯ ³¹
1553	Rangoon	dung (pig)	wɛʔ⁴ tɕhi⁵⁵	wɛʔ⁴+tɕhi⁵⁵	 	 	334 1265	w ɛ ʔ ⁴ + tɕʰ i ⁵⁵
1554	Achang_Longchuan	dung (pig)	oʔ⁵⁵ tɕhi³¹	oʔ⁵⁵+tɕhi³¹	 	*ʔok / *wak / *wok *ʔkjaiH / *ʔkjiH / *ʔkjeH / *kjaiH / *kjiH / *kjeH	288 1266	o ʔ ⁵⁵ + tɕʰ i ³¹
1555	Atsi	dung (pig)	vaʔ²¹ khji²¹	vaʔ²¹+khji²¹	 	 	334 1267	v a ʔ ²¹ + kʰ j i ²¹
1556	Bola	dung (pig)	vaʔ³¹ khji³⁵	vaʔ³¹+khji³⁵	 	*wak *kjiX / *kjeX	335 292	v a ʔ ³¹ + kʰ j i ³⁵
1557	Lashi	dung (pig)	vuʔ³¹ khjei⁵⁵	vuʔ³¹+khjei⁵⁵	 	 	334 1268	v u ʔ ³¹ + kʰ j ei ⁵⁵
1558	Maru	dung (pig)	vɔʔ³¹ khjik⁵⁵	vɔʔ³¹+khjik⁵⁵	 	*wak *kji / *kjiH / *kjiX / *kri / *kriH / *kriX	335 1269	v ɔ ʔ ³¹ + kʰ j i k ⁵⁵
1559	Xiandao	dung (pig)	oʔ⁵⁵ khɯ³¹	oʔ⁵⁵+khɯ³¹	 	 	334 1270	o ʔ ⁵⁵ + kʰ ɯ ³¹
2571	Achang_Longchuan	dye (stuff)	nam³¹ ȵ̥ɔ³¹	nam³¹+ȵ̥ɔ³¹	 	*namH 	471 2921	n a m ³¹ + ȵ̥ ɔ ³¹
3160	Old_Burmese	dye (stuff)	puʔ chuiwḥ	puʔ+chui̯ḥ	 	 *ʔtsuH / *ʔtʃuH / *ʔtsuH / *ʔtʃuH / *tsuH / *tʃuH / *tsuH / *tʃuH	3222 615	p u ʔ + ch/tʃʰ ui̯ ḥ/⁵
3161	Rangoon	dye (stuff)	sho⁵⁵ she⁵⁵	sho⁵⁵+she⁵⁵	 	 	3223 618	sʰ o ⁵⁵ + sʰ e ⁵⁵
3162	Atsi	dye (stuff)	jaŋ²¹ ten⁵⁵	jaŋ²¹+ten⁵⁵	 	 	3224 618	j a ŋ ²¹ + t e n ⁵⁵
1318	Maru	each / every	jauk³¹ jauk³¹	jauk³¹+jauk³¹	 	*juk 	233 2273	j au k ³¹ + j au k ³¹
2082	Bola	each / every	jauʔ³¹ khɔ̃³⁵ jauʔ³¹ ma³⁵	jauʔ³¹+khɔ̃³⁵+jauʔ³¹+ma³⁵	   	   *maX	2658 2659 2660 118	j au ʔ ³¹ + kʰ ɔ̃ ³⁵ + j au ʔ ³¹ + m a ³⁵
4000	Achang_Longchuan	ear / spike	tɕɔ⁵⁵ n̥am⁵⁵	tɕɔ⁵⁵+n̥am⁵⁵	 	 *ʔnam	3579 473	tɕ ɔ ⁵⁵ + n̥ a m ⁵⁵
4001	Atsi	ear / spike	a²¹ na̱m⁵¹	a²¹+na̱m⁵¹	 	 	3580 473	a ²¹ + n a̱ m ⁵¹
4002	Bola	ear / spike	nɛ̱̃⁵⁵	nɛ̱̃⁵⁵		*ʔnam / *ʔnan	473	n ɛ̱̃ ⁵⁵
4003	Lashi	ear / spike	a⁵⁵ na̱m³³	a⁵⁵+na̱m³³	 	 	3581 473	a ⁵⁵ + n a̱ m ³³
4004	Maru	ear / spike	nɛ̃³¹	nɛ̃³¹		*nam	469	n ɛ̃ ³¹
4005	Xiandao	ear / spike	a³¹ n̥am⁵⁵	a³¹+n̥am⁵⁵	 	 	3582 473	a ³¹ + n̥ a m ⁵⁵
4946	ProtoBurmish	ear / spike	*ʔnam	ˀnam¹	*ʔnam	*ʔnam	473	ˀn a m ¹
1754	Bola	earthworm	vaʔ³¹ tai⁵⁵	vaʔ³¹+tai⁵⁵	 	*wak 	335 2493	v a ʔ ³¹ + t ai ⁵⁵
1755	Lashi	earthworm	vuʔ³¹ ti³¹	vuʔ³¹+ti³¹	 	 	334 2494	v u ʔ ³¹ + t i ³¹
1756	Maru	earthworm	vɔʔ³¹ tɔi³¹	vɔʔ³¹+tɔi³¹	 	*wak 	335 2495	v ɔ ʔ ³¹ + t ɔi ³¹
301	Achang_Longchuan	east	pui⁵⁵ thoʔ⁵⁵ pa³¹	pui⁵⁵+thoʔ⁵⁵+pa³¹	  	*bui  	52 1819 1820	p ui ⁵⁵ + tʰ o ʔ ⁵⁵ + p a ³¹
302	Atsi	east	pui⁵¹ thoʔ⁵⁵ ʃut⁵⁵	pui⁵¹+thoʔ⁵⁵+ʃut⁵⁵	  	  	52 1821 1822	p ui ⁵¹ + tʰ o ʔ ⁵⁵ + ʃ u t ⁵⁵
303	Bola	east	pui⁵⁵ thɔʔ⁵⁵	pui⁵⁵+thɔʔ⁵⁵	 	*bui 	52 1823	p ui ⁵⁵ + tʰ ɔ ʔ ⁵⁵
304	Lashi	east	pei³¹ thuk⁵⁵	pei³¹+thuk⁵⁵	 	 	52 1824	p ei ³¹ + tʰ u k ⁵⁵
305	Maru	east	pa³¹ thuk⁵⁵ ʃat⁵⁵	pa³¹+thuk⁵⁵+ʃat⁵⁵	  	  	52 1825 1826	p a ³¹ + tʰ u k ⁵⁵ + ʃ a t ⁵⁵
3587	Old_Burmese	east	aʔ rhiyʔ	aʔ+rhijʔ	 	 *ʔriX / *ʔriX	3380 741	a ʔ + rʰ i j ʔ
4525	ProtoBurmish	east	*bui	bui¹	*bui	*bui	52	b ui ¹
5214	ProtoBurmish	east	*ʔriX	ˀri³	*ʔriX	*ʔriX	741	ˀr i ³
587	Old_Burmese	eat	caḥ	caḥ		*dzaH / *dʒaH	1045	c a ḥ/⁵
588	Rangoon	eat	sɑ⁵⁵	sɑ⁵⁵			1046	s ɑ ⁵⁵
589	Atsi	eat	tso²¹	tso²¹			1047	ts o ²¹
590	Bola	eat	ta³¹	ta³¹		*daH / *dzaH	1048	t a ³¹
591	Lashi	eat	tsɔː³³	tsɔː³³			1049	ts ɔː ³³
592	Maru	eat	tsɔ³⁵	tsɔ³⁵		*dzaH	93	ts ɔ ³⁵
593	Xiandao	eat	cɔ³¹	cɔ³¹			1050	c ɔ ³¹
1054	Atsi	eaten one's fill, have	kji²¹	kji²¹			176	k j i ²¹
1055	Bola	eaten one's fill, have	kji³¹	kji³¹		*gjiH / *gjeH	1179	k j i ³¹
1056	Lashi	eaten one's fill, have	kjiː³³	kjiː³³			176	k j iː ³³
1057	Maru	eaten one's fill, have	kji³⁵	kji³⁵		*gjeH / *greH	176	k j i ³⁵
4649	ProtoBurmish	eaten one's fill, have	*gjeH	gje²	*gjeH	*gjeH	176	g j e ²
3094	Bola	eaves	kə̆³¹ tʃɔ̃³⁵ thɔ̃⁵⁵	kə̆³¹+tʃɔ̃³⁵+thɔ̃⁵⁵	  	  *taŋ / *tsaŋ	3186 3187 1517	k ə̆ ³¹ + tʃ ɔ̃ ³⁵ + tʰ ɔ̃ ⁵⁵
3681	Achang_Longchuan	eaves	in⁵⁵ thɔŋ⁵⁵	in⁵⁵+thɔŋ⁵⁵	 	*ʔjim / *ʔjin / *ʔim / *ʔin / *jim / *jin 	555 3434	i n ⁵⁵ + tʰ ɔ ŋ ⁵⁵
3682	Atsi	eaves	ju̱m⁵¹ thoŋ⁵¹	ju̱m⁵¹+thoŋ⁵¹	 	 	555 3435	j u̱ m ⁵¹ + tʰ o ŋ ⁵¹
3683	Maru	eaves	ja̱m³¹ khum³⁵	ja̱m³¹+khum³⁵	 	*ʔjum / *ʔjim 	555 3436	j a̱ m ³¹ + kʰ u m ³⁵
1210	Rangoon	edge / rim / margin	ɑ⁵³ nɑ⁵⁵	ɑ⁵³+nɑ⁵⁵	 	 	2217 211	ɑ ⁵³ + n ɑ ⁵⁵
1211	Achang_Longchuan	edge / rim / margin	a³¹ ʑam⁵⁵	a³¹+ʑam⁵⁵	 	 *ʔjam / *jam	2218 211	a ³¹ + ʑ a m ⁵⁵
1212	Atsi	edge / rim / margin	a²¹ jam⁵¹ ma⁵⁵	a²¹+jam⁵¹+ma⁵⁵	  	  	2219 211 2220	a ²¹ + j a m ⁵¹ + m a ⁵⁵
1213	Bola	edge / rim / margin	a³¹ jɛ̃⁵⁵	a³¹+jɛ̃⁵⁵	 	 *jam / *jan	2221 211	a ³¹ + j ɛ̃ ⁵⁵
1214	Lashi	edge / rim / margin	a³³ jam³¹	a³³+jam³¹	 	 	2222 211	a ³³ + j a m ³¹
1215	Maru	edge / rim / margin	a³¹ jɛ̃³	a³¹+jɛ̃³	 	 	2223 211	a ³¹ + j ɛ̃ ³
1216	Xiandao	edge / rim / margin	a³¹ jam⁵⁵	a³¹+jam⁵⁵	 	 	2224 211	a ³¹ + j a m ⁵⁵
4684	ProtoBurmish	edge / rim / margin	*jam	jam¹	*jam	*jam	211	j a m ¹
3538	Atsi	egg	a²¹ u⁵⁵	a²¹+u⁵⁵	 	 	723 3346	a ²¹ + u ⁵⁵
3539	Old_Burmese	eight	rhyat	rhjat		*ʔrjat / *ʔrjat	720	rʰ j a t
3540	Rangoon	eight	ɕiʔ⁴	ɕiʔ⁴			723	ɕ i ʔ ⁴
3541	Achang_Longchuan	eight	ɕet⁵⁵	ɕet⁵⁵			723	ɕ e t ⁵⁵
3542	Atsi	eight	ʃit⁵⁵	ʃit⁵⁵			723	ʃ i t ⁵⁵
3543	Bola	eight	ʃɛʔ⁵⁵	ʃɛʔ⁵⁵		*ʃap / *ʃat	721	ʃ ɛ ʔ ⁵⁵
3544	Lashi	eight	ʃɛ̱t⁵⁵	ʃɛ̱t⁵⁵			723	ʃ ɛ̱ t ⁵⁵
3545	Maru	eight	ʃɛʔ⁵⁵	ʃɛʔ⁵⁵		*ʔrjap / *ʔrjat / *ʃap / *ʃat	719	ʃ ɛ ʔ ⁵⁵
3546	Xiandao	eight	çɛʈ⁵⁵	çɛʈ⁵⁵			723	ç ɛ ʈ ⁵⁵
5192	ProtoBurmish	eight	*ʔrjap	ˀrjap⁴	*ʔrjap	*ʔrjap	719	ˀr j a p ⁴
5193	ProtoBurmish	eight	*ʔrjat	ˀrjat⁴	*ʔrjat	*ʔrjat	720	ˀr j a t ⁴
5194	ProtoBurmish	eight	*ʃap	ʃap⁴	*ʃap	*ʃap	721	ʃ a p ⁴
3530	Maru	eighteen	tă³¹ tshɛ⁵¹ ʃɛʔ⁵⁵	tă³¹+tshɛ⁵¹+ʃɛʔ⁵⁵	  	  *ʔrjap / *ʔrjat / *ʃap / *ʃat	3343 3344 1575	t ă ³¹ + tsʰ ɛ ⁵¹ + ʃ ɛ ʔ ⁵⁵
4382	Bola	eighteen	tă³¹ thai⁵⁵ ʃɛʔ⁵⁵	tă³¹+thai⁵⁵+ʃɛʔ⁵⁵	  	 *tai / *tsai 	3708 904 3709	t ă ³¹ + tʰ ai ⁵⁵ + ʃ ɛ ʔ ⁵⁵
3547	Rangoon	eighty	ɕiʔ⁴ shɛ²²	ɕiʔ⁴+shɛ²²	 	 	723 3347	ɕ i ʔ ⁴ + sʰ ɛ ²²
3548	Achang_Longchuan	eighty	ɕet⁵⁵ tɕhe⁵⁵	ɕet⁵⁵+tɕhe⁵⁵	 	 	723 3348	ɕ e t ⁵⁵ + tɕʰ e ⁵⁵
3549	Atsi	eighty	ʃit⁵⁵ tshe⁵¹	ʃit⁵⁵+tshe⁵¹	 	 	723 3349	ʃ i t ⁵⁵ + tsʰ e ⁵¹
3550	Bola	eighty	ʃɛʔ⁵⁵ thai⁵⁵	ʃɛʔ⁵⁵+thai⁵⁵	 	*ʃap / *ʃat 	721 3350	ʃ ɛ ʔ ⁵⁵ + tʰ ai ⁵⁵
3551	Lashi	eighty	sə̱t⁵⁵ tshe³³	sə̱t⁵⁵+tshe³³	 	 	723 3351	s ə̱ t ⁵⁵ + tsʰ e ³³
3552	Maru	eighty	ʃɛʔ⁵⁵ tshɛ³¹	ʃɛʔ⁵⁵+tshɛ³¹	 	*ʔrjap / *ʔrjat / *ʃap / *ʃat 	719 3352	ʃ ɛ ʔ ⁵⁵ + tsʰ ɛ ³¹
3553	Xiandao	eighty	çɛt⁵⁵ tshi⁵⁵	çɛt⁵⁵+tshi⁵⁵	 	 	723 3353	ç ɛ t ⁵⁵ + tsʰ i ⁵⁵
1757	Achang_Longchuan	elbow	loʔ⁵⁵ suak³⁵	loʔ⁵⁵+swak³⁵	 	*lok 	341 2496	l o ʔ ⁵⁵ + s w a k ³⁵
1758	Atsi	elbow	loʔ²¹ mun⁵⁵ thuŋ⁵⁵ tshum⁵¹	loʔ²¹+mun⁵⁵+thuŋ⁵⁵+tshum⁵¹	   	   	334 2497 2498 2499	l o ʔ ²¹ + m u n ⁵⁵ + tʰ u ŋ ⁵⁵ + tsʰ u m ⁵¹
1759	Bola	elbow	laʔ³¹ mɔ̱n³⁵ tʃhɔ̃³⁵ thauŋ³¹	laʔ³¹+mɔ̱n³⁵+tʃhɔ̃³⁵+thauŋ³¹	   	*lak   	334 2500 2501 2502	l a ʔ ³¹ + m ɔ̱ n ³⁵ + tʃʰ ɔ̃ ³⁵ + tʰ au ŋ ³¹
1760	Lashi	elbow	lɔ³¹ mɔn⁵⁵ thuŋ⁵⁵ tshɔm³³	lɔ³¹+mɔn⁵⁵+thuŋ⁵⁵+tshɔm³³	   	   	334 2503 2504 2505	l ɔ ³¹ + m ɔ n ⁵⁵ + tʰ u ŋ ⁵⁵ + tsʰ ɔ m ³³
1761	Maru	elbow	lɔʔ³¹ mat⁵⁵ thauŋ³⁵ thɔ̃³¹	lɔʔ³¹+mat⁵⁵+thauŋ³⁵+thɔ̃³¹	   	*lak   	334 2506 2507 2508	l ɔ ʔ ³¹ + m a t ⁵⁵ + tʰ au ŋ ³⁵ + tʰ ɔ̃ ³¹
1762	Xiandao	elbow	lɔʔ⁵⁵ thom³¹	lɔʔ⁵⁵+thom³¹	 	 	334 2509	l ɔ ʔ ⁵⁵ + tʰ o m ³¹
4814	ProtoBurmish	elbow	*lok	lok⁴	*lok	*lok	341	l o k ⁴
162	Rangoon	elder sister	ɑ⁵³ mɑ⁵³	ɑ⁵³+mɑ⁵³	 	 	1758 969	ɑ ⁵³ + m ɑ ⁵³
163	Maru	elder sister	a⁵⁵ pai³⁵	a⁵⁵+pai³⁵	 	 *baiH	1759 23	a ⁵⁵ + p ai ³⁵
676	Bola	eleven	tă³¹ thai⁵⁵ ta³¹	tă³¹+thai⁵⁵+ta³¹	  	  *daH / *dzaH	2004 2005 1086	t ă ³¹ + tʰ ai ⁵⁵ + t a ³¹
2557	Achang_Longchuan	embrace a child cheek to cheek	nam³¹	nam³¹		*namH	471	n a m ³¹
4104	Maru	embrace a child cheek to cheek	pɔ̱³¹	pɔ̱³¹		*ʔpa	844	p ɔ̱ ³¹
3178	Rangoon	embroider	tho⁵⁵	tho⁵⁵			628	tʰ o ⁵⁵
3179	Atsi	embroider	thau²¹	thau²¹			628	tʰ au ²¹
3180	Bola	embroider	thau³⁵	thau³⁵			628	tʰ au ³⁵
3181	Maru	embroider	thuk⁵⁵	thuk⁵⁵		*tu / *tuH / *tuX	628	tʰ u k ⁵⁵
4206	Achang_Longchuan	embroider	sa³¹	sa³¹		*ʔsɛH / *ʔrɛH / *sɛH	733	s a ³¹
5206	ProtoBurmish	embroider	*ʔsɛH	ˀsɛ²	*ʔsɛH	*ʔsɛH	733	ˀs ɛ ²
14	Maru	empty	mə̆³¹ pɔ³¹	mə̆³¹+pɔ³¹	 	 *ba	1686 937	m ə̆ ³¹ + p ɔ ³¹
1560	Atsi	empty the bowels	khji²¹ ʃo⁵¹	khji²¹+ʃo⁵¹	 	 	280 2398	kʰ j i ²¹ + ʃ o ⁵¹
1561	Maru	empty the bowels	khjik⁵⁵ ʃɔ³¹	khjik⁵⁵+ʃɔ³¹	 	*kji / *kjiH / *kjiX / *kri / *kriH / *kriX 	278 2399	kʰ j i k ⁵⁵ + ʃ ɔ ³¹
1562	Xiandao	empty the bowels	khɯ³¹ ʂɔ⁵⁵	khɯ³¹+ʂɔ⁵⁵	 	 	280 2400	kʰ ɯ ³¹ + ʂ ɔ ⁵⁵
3308	Achang_Longchuan	empty the bowels	ɔm³¹ pan³¹	ɔm³¹+pan³¹	 	*wamH 	654 3274	ɔ m ³¹ + p a n ³¹
3309	Bola	empty the bowels	vɛ̃³¹ ʃɔn⁵⁵	vɛ̃³¹+ʃɔn⁵⁵	 	*wamH / *wanH 	654 3275	v ɛ̃ ³¹ + ʃ ɔ n ⁵⁵
3338	Old_Burmese	enter (a house)	waṅ	waṅ		*waŋ	664	w a ṅ/ŋ
3339	Rangoon	enter (a house)	wĩ²²	wĩ²²			664	w ĩ ²²
3340	Achang_Longchuan	enter (a house)	ɔŋ⁵⁵	ɔŋ⁵⁵			664	ɔ ŋ ⁵⁵
3341	Atsi	enter (a house)	vaŋ⁵¹	vaŋ⁵¹			664	v a ŋ ⁵¹
3342	Bola	enter (a house)	vɔ̃⁵⁵	vɔ̃⁵⁵		*waŋ	664	v ɔ̃ ⁵⁵
3343	Lashi	enter (a house)	vaːŋ³¹	vaːŋ³¹			664	v aː ŋ ³¹
3344	Maru	enter (a house)	vɔ̃³¹	vɔ̃³¹		*waŋ	664	v ɔ̃ ³¹
3345	Xiandao	enter (a house)	oŋ⁵⁵	oŋ⁵⁵			664	o ŋ ⁵⁵
5137	ProtoBurmish	enter (a house)	*waŋ	waŋ¹	*waŋ	*waŋ	664	w a ŋ ¹
129	Achang_Longchuan	escape / run away	pi³¹	pi³¹		*bjaiH / *bjiH / *bjeH / *baiH / *biH / *beH	18	p i ³¹
130	Xiandao	escape / run away	pi³¹	pi³¹			22	p i ³¹
2774	Atsi	escape / run away	phaŋ⁵¹	phaŋ⁵¹			505	pʰ a ŋ ⁵¹
2775	Bola	escape / run away	phɔ̃⁵⁵	phɔ̃⁵⁵		*paŋ	505	pʰ ɔ̃ ⁵⁵
2776	Lashi	escape / run away	phaːŋ³³	phaːŋ³³			505	pʰ aː ŋ ³³
2777	Maru	escape / run away	phɔ̃³¹	phɔ̃³¹		*paŋ	505	pʰ ɔ̃ ³¹
4978	ProtoBurmish	escape / run away	*paŋ	paŋ¹	*paŋ	*paŋ	505	p a ŋ ¹
2622	Maru	every day	nɛʔ³¹ nɛʔ³¹	nɛʔ³¹+nɛʔ³¹	 	*nap / *nat *nap / *nat	1438 1439	n ɛ ʔ ³¹ + n ɛ ʔ ³¹
2637	Rangoon	every day	ne⁵³ tɑ̃i⁵⁵	ne⁵³+tɑ̃i⁵⁵	 	 	477 2996	n e ⁵³ + t ɑ̃i ⁵⁵
2638	Achang_Longchuan	every day	xoi³¹ ȵen³¹	xoi³¹+ȵen³¹	 	 	2997 477	x oi ³¹ + ȵ e n ³¹
2639	Atsi	every day	ŋji⁵⁵ vui⁵¹	ŋji⁵⁵+vui⁵¹	 	 	477 2998	ŋ j i ⁵⁵ + v ui ⁵¹
2640	Bola	every day	nɛʔ³¹ u⁵⁵	nɛʔ³¹+u⁵⁵	 	*nap / *nat 	477 2999	n ɛ ʔ ³¹ + u ⁵⁵
2641	Lashi	every day	ŋjei⁵⁵ wui³¹	ŋjei⁵⁵+wui³¹	 	 	477 3000	ŋ j ei ⁵⁵ + w ui ³¹
2642	Xiandao	every day	ku⁵⁵ nɛn³⁵	ku⁵⁵+nɛn³⁵	 	 	3001 1448	k u ⁵⁵ + n ɛ n ³⁵
2732	Old_Burmese	exchange	phaʔ	phaʔ		*paX / *ʔpaX / *ʔpaX	501	pʰ a ʔ
1563	Old_Burmese	excrement	khliyḥ	khlijḥ		*ʔkliH / *ʔkliH / *kliH	304	kʰ l i j ḥ/⁵
1564	Old_Burmese	excrement	kyaṅ	kjaṅ		*gjaŋ	306	k j a ṅ/ŋ
1565	Achang_Longchuan	excrement	tɕhi³¹	tɕhi³¹		*ʔkjaiH / *ʔkjiH / *ʔkjeH / *kjaiH / *kjiH / *kjeH	288	tɕʰ i ³¹
1566	Atsi	excrement	khji²¹	khji²¹			280	kʰ j i ²¹
1567	Bola	excrement	khji³⁵	khji³⁵		*kjiX / *kjeX	1271	kʰ j i ³⁵
1568	Lashi	excrement	khjei⁵⁵	khjei⁵⁵			280	kʰ j ei ⁵⁵
1569	Maru	excrement	khjik⁵⁵	khjik⁵⁵		*kji / *kjiH / *kjiX / *kri / *kriH / *kriX	278	kʰ j i k ⁵⁵
1570	Xiandao	excrement	khɯ³¹	khɯ³¹			280	kʰ ɯ ³¹
4777	ProtoBurmish	excrement	*ʔkliH	ˀkli²	*ʔkliH	*ʔkliH	304	ˀk l i ²
4779	ProtoBurmish	excrement	*gjaŋ	gjaŋ¹	*gjaŋ	*gjaŋ	306	g j a ŋ ¹
4326	Bola	expand / swell	ta̱ŋ³⁵ pauŋ³¹	ta̱ŋ³⁵+pauŋ³¹	 	*ʔtiŋX 	891 3691	t a̱ ŋ ³⁵ + p au ŋ ³¹
822	Achang_Longchuan	expensive	kɔ⁵⁵	kɔ⁵⁵		*ga	137	k ɔ ⁵⁵
823	Xiandao	expensive	kɔ⁵⁵	kɔ⁵⁵			137	k ɔ ⁵⁵
4198	Maru	extend / elongate	lɛ̱̃³⁵ xaŋ³¹	lɛ̱̃³⁵+xaŋ³¹	 	 *ʔriŋ	3659 873	l ɛ̱̃ ³⁵ + x a ŋ ³¹
2255	Old_Burmese	eye	myak	mjak		*mjak	438	m j a k
2256	Rangoon	eye	mjɛʔ⁴ si⁵³	mjɛʔ⁴+si⁵³	 	 	438 2758	m j ɛ ʔ ⁴ + s i ⁵³
2257	Achang_Longchuan	eye	ȵɔʔ⁵⁵ tsiʔ³¹	ȵɔʔ⁵⁵+tsiʔ³¹	 	*mjak / *njak / *ɲak 	438 2759	ȵ ɔ ʔ ⁵⁵ + ts i ʔ ³¹
2258	Atsi	eye	mjoʔ²¹ tʃi⁵⁵	mjoʔ²¹+tʃi⁵⁵	 	 	438 2760	m j o ʔ ²¹ + tʃ i ⁵⁵
2259	Bola	eye	mjaʔ³¹ tʃɿ³⁵	mjaʔ³¹+tʃɿ³⁵	 	*mjak 	438 2761	m j a ʔ ³¹ + tʃ ɿ ³⁵
2260	Lashi	eye	mjɔʔ³¹	mjɔʔ³¹			438	m j ɔ ʔ ³¹
2261	Maru	eye	mjɔʔ³¹ tʃik⁵⁵	mjɔʔ³¹+tʃik⁵⁵	 	*mjak / *mrak 	438 2762	m j ɔ ʔ ³¹ + tʃ i k ⁵⁵
2262	Xiandao	eye	ɲɔʔ⁵⁵	ɲɔʔ⁵⁵			438	ɲ ɔ ʔ ⁵⁵
4911	ProtoBurmish	eye	*mjak	mjak⁴	*mjak	*mjak	438	m j a k ⁴
2263	Old_Burmese	eyebrow	myak khumḥ	mjak+khumḥ	 	*mjak 	438 2763	m j a k + kʰ u m ḥ/⁵
2264	Rangoon	eyebrow	mjɛʔ⁴ khõ⁵⁵ m̥we⁵⁵	mjɛʔ⁴+khõ⁵⁵+m̥we⁵⁵	  	  	438 2764 2765	m j ɛ ʔ ⁴ + kʰ õ ⁵⁵ + m̥ w e ⁵⁵
2265	Achang_Longchuan	eyebrow	ȵɔʔ⁵⁵ mui³¹	ȵɔʔ⁵⁵+mui³¹	 	*mjak / *njak / *ɲak 	438 2766	ȵ ɔ ʔ ⁵⁵ + m ui ³¹
2266	Atsi	eyebrow	mjoʔ²¹ mui²¹	mjoʔ²¹+mui²¹	 	 	438 2767	m j o ʔ ²¹ + m ui ²¹
2267	Bola	eyebrow	mjaʔ³¹ ma̱uŋ⁵⁵	mjaʔ³¹+ma̱uŋ⁵⁵	 	*mjak 	438 2768	m j a ʔ ³¹ + m a̱u ŋ ⁵⁵
2268	Lashi	eyebrow	mjɔʔ³¹ tsham³³	mjɔʔ³¹+tsham³³	 	 	438 2769	m j ɔ ʔ ³¹ + tsʰ a m ³³
2269	Maru	eyebrow	mjɔʔ³¹ ma̱uŋ⁵⁵	mjɔʔ³¹+ma̱uŋ⁵⁵	 	*mjak / *mrak 	438 2770	m j ɔ ʔ ³¹ + m a̱u ŋ ⁵⁵
2270	Xiandao	eyebrow	ɲɔʔ⁵⁵ mui³¹	ɲɔʔ⁵⁵+mui³¹	 	 	438 2771	ɲ ɔ ʔ ⁵⁵ + m ui ³¹
1067	Atsi	fabric (satin)	pai²¹ khje⁵¹	pai²¹+khje⁵¹	 	 	2165 188	p ai ²¹ + kʰ j e ⁵¹
1068	Bola	fabric (satin)	tʃɔŋ³¹ kjaŋ³¹	tʃɔŋ³¹+kjaŋ³¹	 	 *gjiŋH	2166 188	tʃ ɔ ŋ ³¹ + k j a ŋ ³¹
